,Family_History_Treatment,Imm_reason_text,Immigration-Treatmen,Partisan priming,Coerced,Family1_vs_NoFamily0,Slavery1_vs_NoSlavery0,Negative-1_Neutral0_Positive1,Native1_vs_NoNative0,Nonsense
676,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
677,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
679,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
680,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
681,1,None,My grandparents' generation,0,0,0,0,0,0,1
682,1,8,My grandparents' generation,0,0,0,0,0,0,1
686,1,yes,My generation,0,0,0,0,0,0,1
687,1,They were Irish and there were no jobs and a lot of fighting,My grandparents' generation,0,0,1,0,-1,0,0
690,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
691,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
694,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
695,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
699,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
701,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
702,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
703,1,"Welcome to Gboard clipboard, any text you copy will be saved here.",My great-great-grandparents' generation or earlier,0,0,0,0,0,0,1
709,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
712,1,settlers,My great-great-grandparents' generation or earlier,0,0,0,0,0,0,0
715,1,NA,My generation,na,na,NA,NA,NA,NA,NA
716,1,NA,My generation,na,na,NA,NA,NA,NA,NA
717,1,Fleeing persecution by the good christians of europe,My great-grandparents' generation,0,0,1,0,-1,0,0
718,1,"My family are 



My family escaped from the pre Holocaust.  I am Jewish
",My parents' generation,0,0,1,0,-1,0,0
720,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
722,1,Good,My generation,0,0,0,0,0,0,1
723,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
724,1,They wanted to create a better life,My great-grandparents' generation,0,0,0,0,1,0,0
725,1,No opportunity in home country,My generation,0,0,1,0,-1,0,0
726,1,in the hopes of getting the opportunity to live a better life.,My great-grandparents' generation,0,0,0,0,1,0,0
728,1,Better life,My parents' generation,0,0,0,0,1,0,0
729,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
731,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
732,1,"To seek a better life, dangerous, unhealthy situations.",My grandparents' generation,0,0,0,0,0,0,0
734,1,to escape religious persecution and to make a better life,My great-grandparents' generation,0,0,1,0,0,0,0
735,1,better living opportunities,My great-grandparents' generation,0,0,0,0,1,0,0
736,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
740,1,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
742,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
743,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
744,1,for a better life,My parents' generation,0,0,0,0,1,0,0
745,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
749,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
756,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
757,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
758,1,to escape germany while it was in turmoil,My great-grandparents' generation,0,0,1,0,-1,0,0
759,1,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
760,1,the nazi's wanted to take over their country,My grandparents' generation,0,0,1,0,-1,0,0
762,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
763,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
767,1,They was brought here as slaves,My great-great-grandparents' generation or earlier,0,1,1,1,-1,0,0
770,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
772,1,NA,My generation,na,na,NA,NA,NA,NA,NA
773,1,NA,My generation,na,na,NA,NA,NA,NA,NA
774,1,OPPORTUNITY,My parents' generation,0,0,0,0,1,0,0
779,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
781,1,to hope for a better life in the future for themselves and their future generations because of the laws to be followed in the united states,My parents' generation,0,0,0,0,1,0,0
783,1,To make a better life for their family.,My grandparents' generation,0,0,1,0,1,0,0
784,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
785,1,To become citizens in the greatest county in the world.,My grandparents' generation,0,0,0,0,1,0,0
787,1,"My grandparents all came to the US at the turn of the last century.  My paternal grandmother came because times were hard and her family wouldn't support her, the others came because pogroms made European Jewish life risky.",My grandparents' generation,0,0,1,0,-1,0,0
788,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
789,1,to have more opportunity in america,My great-great-grandparents' generation or earlier,0,0,0,0,1,0,0
793,1,Economic opportunity,My grandparents' generation,0,0,0,0,1,0,0
794,1,Better life,My grandparents' generation,0,0,0,0,1,0,0
796,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
799,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
800,1,None,My parents' generation,0,0,0,0,0,0,1
802,1,Work,My great-great-grandparents' generation or earlier,0,0,0,0,0,0,0
804,1,religious persecution,My great-great-grandparents' generation or earlier,0,0,0,0,-1,0,0
805,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
806,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
808,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
811,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
812,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
814,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
815,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
816,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
818,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
819,1,As immigrant for a better life,My parents' generation,0,0,0,0,1,0,0
822,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
826,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
827,1,For political and economic security in a free democracy.,My grandparents' generation,0,0,0,0,1,0,0
829,1,seeking a better life,My parents' generation,0,0,0,0,1,0,0
833,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
835,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
836,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
838,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
840,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
841,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
842,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
843,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
845,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
846,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
847,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
849,1,They were Russian Jews trying to escape the conditions that they lived under in Russia.,My grandparents' generation,0,0,1,0,-1,0,0
852,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
853,1,NA,My generation,na,na,NA,NA,NA,NA,NA
855,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
859,1,For work purpose,My generation,0,0,0,0,0,0,0
864,1,"For a better life, to join family already here",My grandparents' generation,0,0,1,0,1,0,0
867,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
868,1,leave unfavorable living,My grandparents' generation,0,0,0,0,-1,0,0
871,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
874,1,To seek a better way of life.,My great-great-grandparents' generation or earlier,0,0,0,0,1,0,0
875,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
878,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
879,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
880,1,"to escape the discrimination against Jewish people, they came for better opportunities and freedom of religion",My grandparents' generation,0,0,1,0,1,0,0
881,1,better life,My great-great-grandparents' generation or earlier,0,0,0,0,1,0,0
882,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
886,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
887,1,for more opportunities,My grandparents' generation,0,0,0,0,1,0,0
888,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
889,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
890,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
891,1,To build a new life,My parents' generation,0,0,0,0,1,0,0
893,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
895,1,My ansectors was given permission by Queen of England to come to Jamestown,My great-great-grandparents' generation or earlier,0,0,1,0,0,0,0
899,1,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
900,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
901,1,Because of the Irish famine,My great-great-grandparents' generation or earlier,0,0,1,0,-1,0,0
905,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
906,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
907,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
910,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
912,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
919,1,My mother's family came to live in better environment.  My father's family came for better work opportunities,My great-great-grandparents' generation or earlier,0,0,1,0,1,0,0
920,1,due to religious oppression in the UK,My great-great-grandparents' generation or earlier,0,0,1,0,-1,0,0
922,1,to escape persecution and find a better life,My grandparents' generation,0,0,1,0,0,0,0
923,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
924,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
925,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
926,1,"They came here from England in the 1620s. They were Puritans who didn't want to be forced to worship at the Church of England, the only faith the Crown recognized. They settled on Long Island as farmers. Some descendents still live in the area.",My great-great-grandparents' generation or earlier,0,0,1,0,0,0,0
931,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
935,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
936,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
937,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
938,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
939,1,To seek a better life for themselves and their children,My great-grandparents' generation,0,0,0,0,1,0,0
942,1,Better life,My grandparents' generation,0,0,0,0,1,0,0
947,1,"Seeking a better, more prosperous life.",My great-grandparents' generation,0,0,0,0,1,0,0
948,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
952,1,"In search of a better life, better education, better opportunities.",My generation,0,0,0,0,1,0,0
956,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
962,1,for freedom,My grandparents' generation,0,0,0,0,1,0,0
963,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
964,1,They came to seek a better life and more opportunity by working hard and adapting to their new country,My grandparents' generation,0,0,1,0,1,0,0
965,1,To make a better life for themselves and their family.,My great-grandparents' generation,0,0,1,0,1,0,0
967,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
968,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
969,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
970,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
972,1,reglious freedom and a better life and they arrived legal and did not expect the government to set them up,My great-great-grandparents' generation or earlier,1,0,1,0,1,0,0
975,1,For a better life for them and their descendants,My grandparents' generation,0,0,1,0,1,0,0
978,1,Seeking a better life.,My grandparents' generation,0,0,0,0,1,0,0
979,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
981,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
984,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
986,1,To better their life,My great-great-grandparents' generation or earlier,0,0,0,0,1,0,0
987,1,better job,My grandparents' generation,0,0,0,0,1,0,0
988,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
990,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
992,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
993,1,yes,My generation,0,0,0,0,0,0,1
994,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
996,1,For a better life all done legally,My grandparents' generation,1,0,0,0,1,0,0
997,1,They left with money in their pockets to live here.,My grandparents' generation,0,0,1,0,0,0,0
999,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
1001,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
1002,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
1006,1,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
1008,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
1009,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
1011,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
1012,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
1013,1,Not sure about the question. My family are US Citizens,My great-great-grandparents' generation or earlier,0,0,1,0,0,1,0
1014,1,for more quality of lifestyle,My generation,0,0,0,0,1,0,0
1016,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
1017,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
1019,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
1020,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
1023,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
1025,1,Came from Russia to keep from having to be drafted in the military,My parents' generation,0,0,1,0,-1,0,0
1026,1,Better/more opportunities,My parents' generation,0,0,0,0,1,0,0
1027,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
1035,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
1037,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
1038,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
1041,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
1044,1,yes,My generation,0,0,0,0,0,0,1
1051,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
1056,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
1057,1,they came for a better life and to give their future children a better life,My grandparents' generation,0,0,1,0,1,0,0
1058,1,To make a better life for their family,My great-grandparents' generation,0,0,0,0,1,0,0
1062,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
1067,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
1068,1,for a better life,My parents' generation,0,0,0,0,1,0,0
1069,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
1070,1,For better opportunities and the American dream,My parents' generation,0,0,0,0,1,0,0
1074,1,To be with other family members already here.,My great-grandparents' generation,0,0,1,0,1,0,0
1078,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
1081,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
1082,1,"Immigrant, came for a better life",My great-great-grandparents' generation or earlier,0,0,0,0,1,0,0
1083,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
1085,1,jobs,My grandparents' generation,0,0,0,0,0,0,0
1086,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
1087,1,The Germans were stealing everything they had,My grandparents' generation,0,0,1,0,-1,0,0
1088,1,Were going here,My great-great-grandparents' generation or earlier,0,0,0,0,0,0,0
1089,1,Sorry.,My generation,0,0,0,0,0,0,1
1092,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
1093,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
